City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
260,Palmares Do Sul,-30.2578,-50.5097,63.48,93,100,4.74,overcast clouds,BR,2022-05-28 02:43:45
261,Hovd,48.0056,91.6419,61.68,44,23,11.07,few clouds,MN,2022-05-28 02:45:18
262,Lyubech,51.7026,30.6569,47.17,94,73,11.27,broken clouds,UA,2022-05-28 02:45:19
263,Letlhakane,-21.4167,25.5833,54.27,83,0,8.52,clear sky,BW,2022-05-28 02:45:19
264,Waddan,29.1614,16.139,73.13,47,0,11.72,clear sky,LY,2022-05-28 02:45:20
265,Salalah,17.0151,54.0924,82.49,78,40,4.61,scattered clouds,OM,2022-05-28 02:45:20
266,Nome,64.5011,-165.4064,39.27,87,100,13.8,overcast clouds,US,2022-05-28 02:45:21
267,Amga,60.8953,131.9608,61.99,42,74,10.78,broken clouds,RU,2022-05-28 02:45:21
268,Maple Creek,49.9168,-109.4848,62.65,67,77,5.75,broken clouds,CA,2022-05-28 02:45:16
269,Marienburg,54.0359,19.0266,47.12,84,100,13.42,overcast clouds,PL,2022-05-28 02:43:54
270,Idlib,35.9306,36.6339,70.74,38,0,2.84,clear sky,SY,2022-05-28 02:45:22
271,Avera,33.194,-82.5271,72.91,61,87,6.42,overcast clouds,US,2022-05-28 02:45:22
272,Saint-Philippe,-21.3585,55.7679,69.39,82,58,10.63,light rain,RE,2022-05-28 02:45:23
273,Smyrna,33.884,-84.5144,71.46,70,20,8.05,few clouds,US,2022-05-28 02:45:23
274,Brasilia,-15.7797,-47.9297,65.32,68,0,3.44,clear sky,BR,2022-05-28 02:41:02
275,Banamba,13.55,-7.45,83.62,51,43,9.1,scattered clouds,ML,2022-05-28 02:45:24
276,Fortuna,40.5982,-124.1573,57.92,90,100,9.22,overcast clouds,US,2022-05-28 02:45:24
277,Kavieng,-2.5744,150.7967,83.55,60,100,3.42,overcast clouds,PG,2022-05-28 02:45:25
278,Toora-Khem,52.4675,96.11,58.39,35,6,5.99,clear sky,RU,2022-05-28 02:45:25
279,Kuusamo,65.9667,29.1833,41.04,93,100,4.61,light rain,FI,2022-05-28 02:45:26
280,Hirado,33.3597,129.5531,71.01,65,100,5.1,overcast clouds,JP,2022-05-28 02:45:26
281,Umm Lajj,25.0213,37.2685,79.2,49,0,8.5,clear sky,SA,2022-05-28 02:45:27
282,Americus,32.0724,-84.2327,78.93,61,75,0.0,broken clouds,US,2022-05-28 02:45:27
283,Hasaki,35.7333,140.8333,82.29,61,3,6.71,clear sky,JP,2022-05-28 02:45:27
284,Riyadh,24.6877,46.7219,80.74,19,0,5.73,clear sky,SA,2022-05-28 02:42:14
285,Grindavik,63.8424,-22.4338,47.89,93,75,13.8,broken clouds,IS,2022-05-28 02:45:28
286,Santiago De Cuba,20.0247,-75.8219,80.71,78,20,3.44,few clouds,CU,2022-05-28 02:45:29
287,Exeter,50.7236,-3.5275,50.99,88,0,3.44,clear sky,GB,2022-05-28 02:45:29
288,Chimbarongo,-34.7,-71.05,43.72,70,100,1.7,overcast clouds,CL,2022-05-28 02:45:30
289,Campbeltown,55.4258,-5.6076,48.25,78,100,11.21,overcast clouds,GB,2022-05-28 02:45:30
290,Airai,-8.9266,125.4092,74.57,47,25,3.31,scattered clouds,TL,2022-05-28 02:45:31
291,Constitucion,-35.3333,-72.4167,47.73,63,100,5.5,overcast clouds,CL,2022-05-28 02:45:31
292,Te Anau,-45.4167,167.7167,53.98,71,100,6.87,overcast clouds,NZ,2022-05-28 02:45:32
293,Ungheni,47.2042,27.7958,53.28,76,0,2.3,clear sky,MD,2022-05-28 02:45:32
294,Paita,-5.0892,-81.1144,65.21,82,63,13.87,broken clouds,PE,2022-05-28 02:45:33
295,Camacha,33.0833,-16.3333,63.82,72,40,8.05,scattered clouds,PT,2022-05-28 02:45:33
296,Shimanovsk,52.0,127.7,54.52,93,100,11.86,moderate rain,RU,2022-05-28 02:45:34
297,Valdivia,-39.8142,-73.2459,42.89,95,4,1.83,clear sky,CL,2022-05-28 02:45:34
298,Lavrentiya,65.5833,-171.0,42.37,77,42,6.04,scattered clouds,RU,2022-05-28 02:45:34
299,Pascagoula,30.3658,-88.5561,75.25,86,0,0.0,clear sky,US,2022-05-28 02:43:41
300,Damghan,36.1683,54.348,62.22,30,0,3.02,clear sky,IR,2022-05-28 02:45:35
301,Alta Floresta,-9.8756,-56.0861,71.58,74,65,3.74,broken clouds,BR,2022-05-28 02:45:36
302,Caraquet,47.7941,-64.9386,45.14,99,100,12.01,heavy intensity rain,CA,2022-05-28 02:45:36
303,Faya,18.3851,42.4509,64.51,35,4,2.73,clear sky,SA,2022-05-28 02:45:36
304,Morondava,-20.2833,44.2833,69.48,64,0,9.48,clear sky,MG,2022-05-28 02:45:37
305,Guerrero Negro,27.9769,-114.0611,61.41,83,0,16.51,clear sky,MX,2022-05-28 02:45:37
306,Ilulissat,69.2167,-51.1,33.82,80,100,0.0,overcast clouds,GL,2022-05-28 02:44:14
307,Augustow,53.8432,22.9798,42.17,93,34,9.66,scattered clouds,PL,2022-05-28 02:45:38
308,Nicoya,10.1483,-85.452,78.17,86,100,1.28,overcast clouds,CR,2022-05-28 02:45:38
309,Klaksvik,62.2266,-6.589,41.92,79,96,23.31,overcast clouds,FO,2022-05-28 02:45:39
310,Sinnamary,5.3833,-52.95,77.85,84,17,7.34,few clouds,GF,2022-05-28 02:45:39
311,Bauchi,10.5,10.0,76.28,63,7,3.6,clear sky,NG,2022-05-28 02:45:40
312,Fairbanks,64.8378,-147.7164,72.01,22,0,8.05,clear sky,US,2022-05-28 02:45:40
313,Monterotondo,42.0525,12.6187,72.45,73,100,4.72,overcast clouds,IT,2022-05-28 02:45:41
314,Bilibino,68.0546,166.4372,39.9,87,100,1.1,overcast clouds,RU,2022-05-28 02:45:41
315,Coihaique,-45.5752,-72.0662,36.21,80,0,2.3,clear sky,CL,2022-05-28 02:45:41
316,Mirador,-6.3708,-44.3631,72.66,73,10,3.2,clear sky,BR,2022-05-28 02:45:42
317,Tamayo,18.3947,-71.2029,76.37,81,89,2.51,overcast clouds,DO,2022-05-28 02:45:42
318,Vestmannaeyjar,63.4427,-20.2734,48.2,84,22,16.08,few clouds,IS,2022-05-28 02:45:43
319,Port Keats,-14.25,129.55,89.8,27,0,6.76,clear sky,AU,2022-05-28 02:45:43
320,Biskamzha,53.4497,89.5272,62.96,40,71,4.5,broken clouds,RU,2022-05-28 02:45:44
321,Tortona,44.8978,8.8637,70.12,60,28,1.01,scattered clouds,IT,2022-05-28 02:45:44
322,Porbandar,21.6422,69.6093,82.94,73,95,20.89,overcast clouds,IN,2022-05-28 02:45:45
323,Avanigadda,16.0215,80.9181,97.92,25,25,11.48,scattered clouds,IN,2022-05-28 02:45:45
324,Faanui,-16.4833,-151.75,81.54,62,0,16.96,clear sky,PF,2022-05-28 02:45:46
325,Yatou,37.15,122.3833,80.06,37,76,18.05,broken clouds,CN,2022-05-28 02:45:46
326,Tiksi,71.6872,128.8694,32.47,82,100,6.69,overcast clouds,RU,2022-05-28 02:45:47
327,Ozernovskiy,51.5,156.5167,41.59,90,100,6.04,overcast clouds,RU,2022-05-28 02:45:47
328,Hirara,24.8,125.2833,84.47,89,75,17.27,broken clouds,JP,2022-05-28 02:45:47
329,Tautira,-17.7333,-149.15,80.04,70,8,13.22,clear sky,PF,2022-05-28 02:45:48
330,Sur,22.5667,59.5289,88.39,50,0,8.05,clear sky,OM,2022-05-28 02:45:48
331,Gorontalo,0.5412,123.0595,75.96,95,100,2.86,moderate rain,ID,2022-05-28 02:45:49
332,Sampit,-2.5333,112.95,89.22,55,21,0.87,few clouds,ID,2022-05-28 02:45:49
333,Marfino,55.7028,37.3822,47.95,85,0,4.47,clear sky,RU,2022-05-28 02:45:50
334,Yanam,16.7333,82.2167,96.21,42,0,6.33,clear sky,IN,2022-05-28 02:45:50
335,Houston,29.7633,-95.3633,87.13,50,0,5.01,clear sky,US,2022-05-28 02:44:34
336,Jucuaran,13.2539,-88.2478,67.1,97,93,2.89,overcast clouds,SV,2022-05-28 02:45:51
337,Vila,42.0304,-8.1588,59.88,41,2,6.33,clear sky,PT,2022-05-28 02:45:51
338,Blagoyevo,63.3667,47.9167,52.05,65,100,9.35,overcast clouds,RU,2022-05-28 02:45:52
339,San Jose,37.3394,-121.895,67.87,65,75,14.97,broken clouds,US,2022-05-28 02:44:43
340,Shihezi,44.3,86.0333,86.67,21,4,18.3,clear sky,CN,2022-05-28 02:45:52
341,Aswan,24.0934,32.907,81.7,22,0,3.44,clear sky,EG,2022-05-28 02:45:53
342,Svetlaya,46.5389,138.3297,51.13,89,98,13.11,overcast clouds,RU,2022-05-28 02:45:53
343,Terney,45.0503,136.6092,55.99,82,89,6.44,light rain,RU,2022-05-28 02:45:54
344,Lerwick,60.1545,-1.1494,48.2,72,100,18.14,overcast clouds,GB,2022-05-28 02:45:54
345,Boyany,48.2708,26.1262,57.34,81,100,3.51,overcast clouds,UA,2022-05-28 02:45:55
346,Santa Rita,-7.1139,-34.9781,74.07,100,75,8.05,heavy intensity rain,BR,2022-05-28 02:45:55
347,Maceio,-9.6658,-35.7353,74.64,88,100,3.44,overcast clouds,BR,2022-05-28 02:42:31
348,Cam Ranh,11.9214,109.1591,89.56,51,20,4.61,few clouds,VN,2022-05-28 02:45:56
349,Grand Island,40.925,-98.342,75.49,60,28,5.99,scattered clouds,US,2022-05-28 02:45:57
350,Quelimane,-17.8786,36.8883,69.75,100,20,2.3,few clouds,MZ,2022-05-28 02:45:57
351,Kurilsk,45.2333,147.8833,47.25,95,100,18.28,moderate rain,RU,2022-05-28 02:45:58
352,Ziarat,30.3823,67.7282,68.0,10,0,15.77,clear sky,PK,2022-05-28 02:45:58
353,Pedra Azul,-16.0053,-41.2972,55.89,92,37,1.66,scattered clouds,BR,2022-05-28 02:45:58
354,Buchanan,5.8808,-10.0467,77.11,89,65,5.55,moderate rain,LR,2022-05-28 02:45:59
355,Cesenatico,44.1999,12.3991,71.56,92,0,3.44,clear sky,IT,2022-05-28 02:45:59
356,Sauk Rapids,45.5919,-94.1661,71.58,49,0,8.05,clear sky,US,2022-05-28 02:46:00
357,Jiexiu,37.0244,111.9125,83.35,32,6,8.21,clear sky,CN,2022-05-28 02:46:00
358,Mae Hong Son,19.3003,97.9685,82.54,69,20,3.44,few clouds,TH,2022-05-28 02:46:01
359,Kalmunai,7.4167,81.8167,82.13,70,100,3.69,overcast clouds,LK,2022-05-28 02:46:02
360,Santa Maria,-29.6842,-53.8069,63.7,88,100,2.3,overcast clouds,BR,2022-05-28 02:43:04
361,Biharamulo,-2.6319,31.3089,59.13,92,66,1.54,broken clouds,TZ,2022-05-28 02:46:03
362,La Ronge,55.1001,-105.2842,61.05,44,75,12.66,broken clouds,CA,2022-05-28 02:41:54
363,Loanda,-8.8368,13.2343,73.4,78,75,3.44,broken clouds,AO,2022-05-28 02:46:04
364,Chuguyevka,44.1653,133.8633,68.61,49,46,4.88,scattered clouds,RU,2022-05-28 02:46:05
365,Tabou,4.423,-7.3528,78.01,86,95,6.22,light rain,CI,2022-05-28 02:46:05
366,Cap Malheureux,-19.9842,57.6142,70.47,78,0,1.99,clear sky,MU,2022-05-28 02:46:06
367,Berlevag,70.8578,29.0864,40.95,93,100,24.16,light intensity drizzle,NO,2022-05-28 02:46:07
368,Padilla,3.2204,-76.3139,71.17,81,99,4.59,overcast clouds,CO,2022-05-28 02:46:07
369,San Joaquin,37.9333,-121.3011,75.45,47,0,14.97,clear sky,US,2022-05-28 02:46:07
370,Deep River,46.1001,-77.4995,61.95,95,100,6.08,overcast clouds,CA,2022-05-28 02:41:49
371,Houma,29.5958,-90.7195,75.99,85,0,0.0,clear sky,US,2022-05-28 02:46:08
372,Brokopondo,4.75,-55.1667,75.67,90,45,8.34,scattered clouds,SR,2022-05-28 02:46:09
373,Bangangte,5.1409,10.5198,60.66,96,98,2.66,light rain,CM,2022-05-28 02:46:09
374,Hay River,60.8156,-115.7999,51.78,62,75,5.75,broken clouds,CA,2022-05-28 02:41:27
375,Lobito,-12.3481,13.5456,69.76,85,6,1.95,clear sky,AO,2022-05-28 02:46:10
376,Pasvalys,56.0594,24.4036,41.92,94,40,11.54,scattered clouds,LT,2022-05-28 02:46:11
377,Ejido,8.5514,-71.2375,66.04,80,100,7.36,overcast clouds,VE,2022-05-28 02:46:11
378,Longyearbyen,78.2186,15.6401,44.44,76,0,4.61,clear sky,SJ,2022-05-28 02:46:12
379,Namatanai,-3.6667,152.4333,84.85,68,100,7.56,overcast clouds,PG,2022-05-28 02:46:12
380,Los Banos,14.1667,121.1833,81.73,72,94,2.68,light rain,PH,2022-05-28 02:46:13
381,Mutsu,41.2894,141.2169,62.35,66,20,20.47,few clouds,JP,2022-05-28 02:46:13
382,Oktyabrskiy,54.4815,53.471,51.31,88,100,11.81,overcast clouds,RU,2022-05-28 02:46:13
383,Evensk,61.95,159.2333,39.04,96,100,1.14,light rain,RU,2022-05-28 02:46:14
384,Sola,-13.8833,167.55,79.74,68,100,3.06,overcast clouds,VU,2022-05-28 02:46:14
385,Naze,28.3667,129.4833,72.52,63,100,7.63,light rain,JP,2022-05-28 02:46:15
386,Angoram,-4.0625,144.0661,92.41,51,86,2.06,overcast clouds,PG,2022-05-28 02:46:15
387,Souris,49.6172,-100.2612,61.74,91,100,8.25,light rain,CA,2022-05-28 02:46:16
388,Luwuk,-0.9516,122.7875,81.84,76,99,2.06,light rain,ID,2022-05-28 02:46:16
389,Korla,41.7597,86.1469,81.7,23,63,8.86,broken clouds,CN,2022-05-28 02:46:17
390,Nazarovo,56.0064,90.3914,60.06,37,25,9.15,scattered clouds,RU,2022-05-28 02:46:17
391,Aden,12.7794,45.0367,84.94,76,79,10.98,broken clouds,YE,2022-05-28 02:46:18
392,Sabang,5.8933,95.3214,83.48,75,94,23.29,overcast clouds,ID,2022-05-28 02:46:18
393,Seybaplaya,19.65,-90.6667,72.86,81,100,12.95,overcast clouds,MX,2022-05-28 02:46:19
394,Cumana,10.4635,-64.1775,77.76,85,100,7.74,overcast clouds,VE,2022-05-28 02:46:19
395,Melilla,35.2937,-2.9383,70.18,73,0,3.44,clear sky,ES,2022-05-28 02:46:19
396,San Patricio,28.017,-97.5169,83.53,80,0,9.89,clear sky,US,2022-05-28 02:46:20
397,Shingu,33.7333,135.9833,79.43,40,38,11.1,scattered clouds,JP,2022-05-28 02:46:20
398,Kiruna,67.8557,20.2251,38.32,87,100,14.97,light intensity drizzle,SE,2022-05-28 02:46:21
399,Finspang,58.7058,15.7674,47.1,95,100,8.57,light rain,SE,2022-05-28 02:46:21
400,Fallon,39.4735,-118.7774,73.27,22,75,23.02,broken clouds,US,2022-05-28 02:46:22
401,Itaituba,-4.2761,-55.9836,75.69,87,95,2.59,overcast clouds,BR,2022-05-28 02:46:22
402,Grimshaw,56.1834,-117.6027,51.42,93,100,6.91,light intensity shower rain,CA,2022-05-28 02:42:42
403,Escanaba,45.7453,-87.0646,53.56,82,0,0.0,clear sky,US,2022-05-28 02:41:48
404,Oussouye,12.485,-16.5469,75.38,77,100,6.38,overcast clouds,SN,2022-05-28 02:46:23
405,Scottsbluff,41.8666,-103.6672,79.03,28,0,8.05,clear sky,US,2022-05-28 02:43:02
406,Silver City,32.7701,-108.2803,80.56,12,0,5.75,clear sky,US,2022-05-28 02:46:24
407,Saint-Augustin,51.226,-58.6502,42.3,71,69,9.22,broken clouds,CA,2022-05-28 02:43:09
408,Pevek,69.7008,170.3133,30.69,78,66,11.99,broken clouds,RU,2022-05-28 02:46:24
409,Limulunga,-15.0969,23.1376,54.73,60,0,5.35,clear sky,ZM,2022-05-28 02:46:25
410,Ancud,-41.8697,-73.8203,40.77,85,6,3.83,clear sky,CL,2022-05-28 02:46:25
411,Itoman,26.1247,127.6694,77.02,92,75,16.11,light intensity shower rain,JP,2022-05-28 02:46:26
412,Novo Horizonte,-21.4681,-49.2208,63.37,62,100,4.34,overcast clouds,BR,2022-05-28 02:46:26
413,Diamantino,-14.4086,-56.4461,72.99,54,100,4.68,overcast clouds,BR,2022-05-28 02:46:27
414,Lethem,3.3803,-59.7968,74.82,89,61,5.84,broken clouds,GY,2022-05-28 02:46:27
415,Portland,45.5234,-122.6762,60.39,82,100,1.99,overcast clouds,US,2022-05-28 02:43:22
416,Mastic,40.802,-72.8409,66.74,96,100,13.8,mist,US,2022-05-28 02:46:28
417,Goderich,43.7501,-81.7165,53.92,87,100,8.05,overcast clouds,CA,2022-05-28 02:45:15
418,Valday,57.9747,33.2525,42.21,97,36,4.12,scattered clouds,RU,2022-05-28 02:46:29
419,Astorga,-23.2325,-51.6656,66.43,69,85,6.33,overcast clouds,BR,2022-05-28 02:46:29
420,Hit,33.6416,42.8251,79.97,17,0,8.95,clear sky,IQ,2022-05-28 02:46:29
421,Nichinan,31.6,131.3667,78.48,40,100,3.38,overcast clouds,JP,2022-05-28 02:46:30
422,Kapit,2.0167,112.9333,90.57,52,60,0.81,broken clouds,MY,2022-05-28 02:46:30
423,Cherskiy,68.75,161.3,41.63,46,1,12.91,clear sky,RU,2022-05-28 02:46:31
424,Sechura,-5.5569,-80.8222,65.62,79,16,15.26,few clouds,PE,2022-05-28 02:46:31
425,Los Llanos De Aridane,28.6585,-17.9182,60.55,83,0,5.01,clear sky,ES,2022-05-28 02:46:32
426,Prachuap Khiri Khan,12.2167,99.75,82.11,67,96,8.39,overcast clouds,TH,2022-05-28 02:46:32
427,Miyako,39.6367,141.9525,66.18,57,47,12.57,scattered clouds,JP,2022-05-28 02:46:33
428,Ponta Delgada,37.7333,-25.6667,65.12,88,75,10.36,broken clouds,PT,2022-05-28 02:46:33
429,San Rafael Del Sur,11.8485,-86.4384,79.77,76,98,6.53,overcast clouds,NI,2022-05-28 02:46:34
430,Wuchang,44.9143,127.15,74.43,45,94,10.27,overcast clouds,CN,2022-05-28 02:46:34
431,Taltal,-25.4,-70.4833,58.48,81,33,3.42,scattered clouds,CL,2022-05-28 02:46:34
432,Dukat,62.55,155.55,37.22,85,100,4.07,overcast clouds,RU,2022-05-28 02:46:35
433,Tilichiki,60.4667,166.1,40.71,89,100,3.2,overcast clouds,RU,2022-05-28 02:46:35
434,Buraydah,26.326,43.975,79.25,15,8,9.26,clear sky,SA,2022-05-28 02:42:11
435,Russell,32.3502,-85.1999,73.0,82,0,4.61,clear sky,US,2022-05-28 02:45:28
436,Shakawe,-18.3667,21.85,52.84,42,0,2.95,clear sky,BW,2022-05-28 02:46:36
437,Kaitong,44.8135,123.15,77.5,20,84,9.64,broken clouds,CN,2022-05-28 02:46:37
438,Tual,-5.6667,132.75,83.75,72,40,12.97,scattered clouds,ID,2022-05-28 02:46:37
439,Pathalgaon,22.5667,83.4667,94.55,23,8,6.71,clear sky,IN,2022-05-28 02:46:37
440,Goya,-29.14,-59.2626,59.72,95,100,4.54,overcast clouds,AR,2022-05-28 02:46:38
441,Palmer,42.1584,-72.3287,69.35,81,75,12.66,broken clouds,US,2022-05-28 02:43:23
442,Kandrian,-6.2167,149.55,78.49,90,97,10.69,light rain,PG,2022-05-28 02:46:38
443,Xifeng,42.7372,124.7222,79.84,30,57,17.58,broken clouds,CN,2022-05-28 02:46:39
444,Farafangana,-22.8167,47.8333,67.75,78,85,9.19,overcast clouds,MG,2022-05-28 02:46:40
445,San Quintin,30.4833,-115.95,60.26,82,0,13.89,clear sky,MX,2022-05-28 02:46:11
446,Yashkino,55.8736,85.4265,62.89,42,58,9.64,broken clouds,RU,2022-05-28 02:46:40
447,North Bend,43.4065,-124.2243,60.24,88,40,5.75,scattered clouds,US,2022-05-28 02:46:41
448,Huarmey,-10.0681,-78.1522,63.16,87,29,7.23,scattered clouds,PE,2022-05-28 02:46:41
449,Okhotsk,59.3833,143.3,43.23,76,48,8.34,scattered clouds,RU,2022-05-28 02:46:41
450,Burgos,42.3394,-3.7079,52.21,93,75,9.22,broken clouds,ES,2022-05-28 02:46:42
451,Mackay,-21.15,149.2,80.69,61,0,4.56,clear sky,AU,2022-05-28 02:46:43
452,Nemuro,43.3236,145.575,48.85,98,100,31.23,moderate rain,JP,2022-05-28 02:46:43
453,Awjilah,29.1081,21.2869,80.91,17,0,10.09,clear sky,LY,2022-05-28 02:46:43
454,Stari Kuty,48.2709,25.1729,50.88,88,100,2.21,overcast clouds,UA,2022-05-28 02:46:44
455,Dali,25.7,100.1833,72.05,60,39,5.91,scattered clouds,CN,2022-05-28 02:46:44
456,Pochutla,15.7432,-96.4661,78.82,80,100,9.82,overcast clouds,MX,2022-05-28 02:46:45
457,Svetlogorsk,52.6333,29.7333,43.39,94,5,8.72,clear sky,BY,2022-05-28 02:46:45
458,Celestun,20.8667,-90.4,80.65,76,100,13.0,overcast clouds,MX,2022-05-28 02:46:46
459,Egvekinot,66.3167,-179.1667,42.82,65,93,4.05,overcast clouds,RU,2022-05-28 02:46:46
460,Saint-Francois,46.4154,3.9054,47.68,100,44,2.3,mist,FR,2022-05-28 02:46:47
461,Baculin,7.4525,126.5842,84.9,72,98,3.36,light rain,PH,2022-05-28 02:46:47
462,Matara,5.9485,80.5353,80.67,84,97,11.77,overcast clouds,LK,2022-05-28 02:46:48
463,Bama,11.5221,13.6856,81.7,48,94,6.76,overcast clouds,NG,2022-05-28 02:46:48
464,Mehamn,71.0357,27.8492,40.91,97,100,25.39,light rain,NO,2022-05-28 02:46:48
465,Klamath Falls,42.2249,-121.7817,57.11,65,100,9.22,overcast clouds,US,2022-05-28 02:45:15
466,Eureka,40.8021,-124.1637,62.67,86,100,1.99,overcast clouds,US,2022-05-28 02:42:47
467,Naryan-Mar,67.6713,53.087,52.81,65,97,9.1,overcast clouds,RU,2022-05-28 02:46:50
468,Mawlamyine,16.4914,97.6256,77.85,86,100,5.19,moderate rain,MM,2022-05-28 02:46:50
469,El Tigre,8.8875,-64.2454,78.4,54,96,9.95,overcast clouds,VE,2022-05-28 02:46:50
470,Mosquera,4.7059,-74.2302,55.49,82,40,5.75,scattered clouds,CO,2022-05-28 02:46:51
471,Innisfail,-17.5333,146.0333,76.19,56,14,5.66,few clouds,AU,2022-05-28 02:46:51
472,Fort Nelson,58.8053,-122.7002,63.99,36,75,8.05,broken clouds,CA,2022-05-28 02:46:52
473,Pangai,-19.8,-174.35,82.51,78,40,9.22,scattered clouds,TO,2022-05-28 02:46:52
474,Eyl,7.9803,49.8164,79.66,66,38,19.55,scattered clouds,SO,2022-05-28 02:46:53
475,Juneau,58.3019,-134.4197,71.6,72,20,4.61,few clouds,US,2022-05-28 02:45:03
476,Sao Filipe,14.8961,-24.4956,72.45,82,22,4.0,few clouds,CV,2022-05-28 02:46:53
477,Grand Gaube,-20.0064,57.6608,72.0,78,0,1.99,clear sky,MU,2022-05-28 02:46:54
478,Portarlington,53.1622,-7.1911,44.2,91,16,3.67,few clouds,IE,2022-05-28 02:46:54
479,Muyezerskiy,63.9333,31.65,45.86,85,94,6.08,overcast clouds,RU,2022-05-28 02:46:55
480,Jalu,29.0331,21.5482,80.89,16,0,9.69,clear sky,LY,2022-05-28 02:46:55
481,Cortez,37.3489,-108.5859,79.56,9,0,11.5,clear sky,US,2022-05-28 02:46:56
482,San Andres,12.5847,-81.7006,82.42,83,40,9.22,scattered clouds,CO,2022-05-28 02:46:56
483,Lincoln,40.8,-96.667,73.31,75,0,12.66,clear sky,US,2022-05-28 02:42:08
484,Prainha,-1.8,-53.48,72.63,97,43,2.28,scattered clouds,BR,2022-05-28 02:46:57
485,Autazes,-3.5797,-59.1306,77.85,80,99,2.33,overcast clouds,BR,2022-05-28 02:46:58
486,Vardo,70.3705,31.1107,40.98,93,100,14.97,overcast clouds,NO,2022-05-28 02:46:58
487,Redmond,47.674,-122.1215,59.31,71,100,7.0,overcast clouds,US,2022-05-28 02:45:02
488,Olga,43.7444,135.2892,62.8,72,83,3.4,broken clouds,RU,2022-05-28 02:46:59
489,Bani,18.2833,-70.3333,71.04,83,30,7.65,scattered clouds,DO,2022-05-28 02:46:59
490,Savonlinna,61.8699,28.88,46.45,93,0,1.14,clear sky,FI,2022-05-28 02:47:00
491,Taoudenni,22.6783,-3.9836,92.98,18,45,7.94,scattered clouds,ML,2022-05-28 02:47:00
492,Denpasar,-8.65,115.2167,83.86,84,20,2.3,few clouds,ID,2022-05-28 02:44:22
493,Tombouctou,20.0,-3.0,87.22,16,34,2.35,scattered clouds,ML,2022-05-28 02:47:01
494,Kasempa,-13.4584,25.8338,51.42,77,0,5.55,clear sky,ZM,2022-05-28 02:47:01
495,Hami,42.8,93.45,84.2,25,74,7.45,broken clouds,CN,2022-05-28 02:47:02
496,Ayan,56.45,138.1667,36.48,86,100,11.83,overcast clouds,RU,2022-05-28 02:47:02
497,Presidencia Roque Saenz Pena,-26.7852,-60.4388,59.49,96,100,2.06,overcast clouds,AR,2022-05-28 02:47:02
498,Champerico,14.3,-91.9167,78.48,79,100,4.41,overcast clouds,GT,2022-05-28 02:47:03
499,Pilot Butte,50.4668,-104.4178,56.93,79,75,11.5,broken clouds,CA,2022-05-28 02:47:03
500,Martinsville,36.6915,-79.8725,64.81,100,100,0.0,moderate rain,US,2022-05-28 02:47:04
501,Sitges,41.2351,1.8119,75.0,60,2,4.56,clear sky,ES,2022-05-28 02:47:04
502,Kutum,14.2,24.6667,71.06,10,5,5.79,clear sky,SD,2022-05-28 02:47:05
503,Yumen,40.2833,97.2,74.73,32,87,22.5,light rain,CN,2022-05-28 02:47:05
504,Barhi,23.9,80.8,96.04,25,36,17.05,scattered clouds,IN,2022-05-28 02:47:05
505,Nelson Bay,-32.7167,152.15,72.0,70,93,3.0,overcast clouds,AU,2022-05-28 02:47:06
506,Novoagansk,61.9449,76.6625,66.38,40,100,12.41,overcast clouds,RU,2022-05-28 02:47:06
507,Laguna,38.421,-121.4238,76.98,61,0,12.66,clear sky,US,2022-05-28 02:47:07
508,Christchurch,-43.5333,172.6333,63.41,54,2,4.61,clear sky,NZ,2022-05-28 02:45:06
509,Axim,4.8699,-2.2405,78.58,85,92,2.71,overcast clouds,GH,2022-05-28 02:47:07
510,Erenhot,43.6475,111.9767,65.44,44,100,17.02,overcast clouds,CN,2022-05-28 02:47:08
511,Bealanana,-14.55,48.7333,52.07,97,25,3.51,scattered clouds,MG,2022-05-28 02:47:08
512,Solnechnyy,50.7214,136.6319,49.39,97,100,5.06,light rain,RU,2022-05-28 02:47:09
513,Kodinsk,58.6881,99.1844,54.3,30,6,6.22,clear sky,RU,2022-05-28 02:47:09
514,Barra Patuca,15.8,-84.2833,78.4,87,65,9.89,broken clouds,HN,2022-05-28 02:47:10
515,Ust-Maya,60.4167,134.5333,64.31,39,31,10.31,scattered clouds,RU,2022-05-28 02:47:10
516,Boffa,10.1667,-14.0333,74.5,86,95,3.13,overcast clouds,GN,2022-05-28 02:47:11
517,Nanakuli,21.3906,-158.1547,82.35,64,100,9.22,overcast clouds,US,2022-05-28 02:47:11
518,Tessalit,20.1986,1.0114,88.68,14,64,4.61,broken clouds,ML,2022-05-28 02:47:12
519,Plainview,40.7765,-73.4673,66.79,83,100,10.36,overcast clouds,US,2022-05-28 02:47:12
520,Newport,51.5877,-2.9984,50.25,81,31,4.99,scattered clouds,GB,2022-05-28 02:42:27
521,Motygino,58.1831,94.7592,57.72,34,12,4.56,few clouds,RU,2022-05-28 02:47:13
522,Ahipara,-35.1667,173.1667,63.75,59,49,11.03,scattered clouds,NZ,2022-05-28 02:47:14
523,Sete,43.4018,3.6966,64.94,64,0,8.95,clear sky,FR,2022-05-28 02:47:14
524,Kirakira,-10.4544,161.9205,82.47,75,45,5.5,scattered clouds,SB,2022-05-28 02:47:14
525,Gubkinskiy,64.434,76.5026,65.86,35,49,14.34,scattered clouds,RU,2022-05-28 02:47:15
