City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Shimanovsk,52.0,127.7,286.93,85,100,5.97,RU,2022-05-28 01:49:28
297,Valdivia,-39.8142,-73.2459,279.2,95,4,0.82,CL,2022-05-28 01:49:28
298,Lavrentiya,65.5833,-171.0,278.57,78,40,2.92,RU,2022-05-28 01:49:29
299,Pascagoula,30.3658,-88.5561,299.18,77,0,0.0,US,2022-05-28 01:49:29
300,Damghan,36.1683,54.348,288.74,34,0,0.61,IR,2022-05-28 01:49:29
301,Alta Floresta,-9.8756,-56.0861,295.93,70,87,1.64,BR,2022-05-28 01:49:30
302,Caraquet,47.7941,-64.9386,280.45,99,100,4.38,CA,2022-05-28 01:49:30
303,Faya,18.3851,42.4509,291.21,36,6,0.82,SA,2022-05-28 01:49:31
304,Morondava,-20.2833,44.2833,294.55,60,0,4.58,MG,2022-05-28 01:49:31
305,Guerrero Negro,27.9769,-114.0611,290.17,78,0,8.44,MX,2022-05-28 01:49:32
306,Ilulissat,69.2167,-51.1,274.16,75,100,1.03,GL,2022-05-28 01:49:32
307,Augustow,53.8432,22.9798,278.56,94,26,4.35,PL,2022-05-28 01:49:32
308,Nicoya,10.1483,-85.452,298.99,85,100,0.43,CR,2022-05-28 01:49:33
309,Klaksvik,62.2266,-6.589,278.66,81,94,10.52,FO,2022-05-28 01:49:34
310,Sinnamary,5.3833,-52.95,298.78,84,19,3.36,GF,2022-05-28 01:49:34
311,Bauchi,10.5,10.0,298.27,61,7,1.97,NG,2022-05-28 01:49:34
312,Fairbanks,64.8378,-147.7164,296.2,23,0,6.17,US,2022-05-28 01:49:03
313,Monterotondo,42.0525,12.6187,296.27,75,100,2.6,IT,2022-05-28 01:49:35
314,Bilibino,68.0546,166.4372,277.38,88,100,0.66,RU,2022-05-28 01:49:35
315,Coihaique,-45.5752,-72.0662,275.49,80,0,2.06,CL,2022-05-28 01:49:02
316,Mirador,-6.3708,-44.3631,295.96,74,12,1.26,BR,2022-05-28 01:49:36
317,Tamayo,18.3947,-71.2029,298.16,79,92,1.19,DO,2022-05-28 01:49:37
318,Vestmannaeyjar,63.4427,-20.2734,282.25,84,18,7.37,IS,2022-05-28 01:49:37
319,Port Keats,-14.25,129.55,304.08,29,1,3.84,AU,2022-05-28 01:49:38
320,Biskamzha,53.4497,89.5272,288.8,44,75,1.73,RU,2022-05-28 01:49:38
321,Tortona,44.8978,8.8637,294.07,63,36,1.23,IT,2022-05-28 01:49:38
322,Porbandar,21.6422,69.6093,301.01,74,100,9.22,IN,2022-05-28 01:49:39
323,Avanigadda,16.0215,80.9181,307.7,32,37,5.1,IN,2022-05-28 01:49:40
324,Faanui,-16.4833,-151.75,300.6,62,0,7.4,PF,2022-05-28 01:45:59
325,Yatou,37.15,122.3833,299.44,38,94,7.81,CN,2022-05-28 01:49:40
326,Tiksi,71.6872,128.8694,273.24,81,100,3.1,RU,2022-05-28 01:49:41
327,Ozernovskiy,51.5,156.5167,278.12,89,100,2.32,RU,2022-05-28 01:49:41
328,Hirara,24.8,125.2833,301.3,94,75,6.69,JP,2022-05-28 01:49:42
329,Tautira,-17.7333,-149.15,299.76,70,5,5.8,PF,2022-05-28 01:49:42
330,Sur,22.5667,59.5289,302.98,56,0,4.15,OM,2022-05-28 01:49:42
331,Gorontalo,0.5412,123.0595,297.17,96,100,1.3,ID,2022-05-28 01:49:43
332,Sampit,-2.5333,112.95,302.87,63,18,0.43,ID,2022-05-28 01:49:44
333,Marfino,55.7028,37.3822,279.29,86,0,3.0,RU,2022-05-28 01:49:44
334,Yanam,16.7333,82.2167,305.66,55,0,2.91,IN,2022-05-28 01:49:44
335,Houston,29.7633,-95.3633,306.16,44,0,5.14,US,2022-05-28 01:45:41
336,Jucuaran,13.2539,-88.2478,293.26,95,90,1.61,SV,2022-05-28 01:49:45
337,Vila,42.0304,-8.1588,290.64,39,2,2.96,PT,2022-05-28 01:49:46
338,Blagoyevo,63.3667,47.9167,283.49,70,100,4.6,RU,2022-05-28 01:49:46
339,San Jose,37.3394,-121.895,295.84,60,100,8.23,US,2022-05-28 01:45:35
340,Shihezi,44.3,86.0333,302.28,24,3,7.77,CN,2022-05-28 01:49:47
341,Aswan,24.0934,32.907,301.76,20,0,2.06,EG,2022-05-28 01:49:47
342,Svetlaya,46.5389,138.3297,283.4,91,99,5.44,RU,2022-05-28 01:49:48
343,Terney,45.0503,136.6092,286.17,85,97,0.94,RU,2022-05-28 01:49:48
344,Lerwick,60.1545,-1.1494,282.15,73,100,7.92,GB,2022-05-28 01:49:49
345,Boyany,48.2708,26.1262,287.23,82,100,3.04,UA,2022-05-28 01:49:49
346,Santa Rita,-7.1139,-34.9781,297.52,100,100,3.09,BR,2022-05-28 01:49:50
347,Maceio,-9.6658,-35.7353,296.84,88,100,1.54,BR,2022-05-28 01:49:50
348,Cam Ranh,11.9214,109.1591,304.13,62,20,2.06,VN,2022-05-28 01:49:51
349,Grand Island,40.925,-98.342,301.12,42,0,6.69,US,2022-05-28 01:49:51
350,Quelimane,-17.8786,36.8883,294.05,74,10,2.07,MZ,2022-05-28 01:49:52
351,Kurilsk,45.2333,147.8833,281.02,95,100,7.22,RU,2022-05-28 01:49:52
352,Ziarat,30.3823,67.7282,290.95,10,0,3.11,PK,2022-05-28 01:49:53
353,Pedra Azul,-16.0053,-41.2972,286.63,90,46,0.69,BR,2022-05-28 01:49:53
354,Buchanan,5.8808,-10.0467,298.36,89,66,3.09,LR,2022-05-28 01:49:54
355,Cesenatico,44.1999,12.3991,296.13,91,0,2.06,IT,2022-05-28 01:49:54
356,Sauk Rapids,45.5919,-94.1661,296.14,46,0,3.6,US,2022-05-28 01:49:54
357,Jiexiu,37.0244,111.9125,300.15,36,2,4.21,CN,2022-05-28 01:49:55
358,Mae Hong Son,19.3003,97.9685,300.23,74,20,1.03,TH,2022-05-28 01:49:56
359,Kalmunai,7.4167,81.8167,299.85,75,100,2.08,LK,2022-05-28 01:49:56
360,Santa Maria,-29.6842,-53.8069,291.76,82,75,2.06,BR,2022-05-28 01:49:08
361,Biharamulo,-2.6319,31.3089,288.38,92,62,0.65,TZ,2022-05-28 01:49:57
362,La Ronge,55.1001,-105.2842,290.29,42,75,5.66,CA,2022-05-28 01:49:57
363,Loanda,-8.8368,13.2343,295.15,88,75,1.54,AO,2022-05-28 01:49:59
364,Chuguyevka,44.1653,133.8633,292.18,55,39,2.34,RU,2022-05-28 01:49:59
365,Tabou,4.423,-7.3528,298.67,87,99,2.86,CI,2022-05-28 01:50:00
366,Cap Malheureux,-19.9842,57.6142,293.97,79,0,3.7,MU,2022-05-28 01:50:00
367,Berlevag,70.8578,29.0864,278.12,93,100,10.8,NO,2022-05-28 01:50:01
368,Padilla,3.2204,-76.3139,296.91,83,100,2.11,CO,2022-05-28 01:50:02
369,San Joaquin,37.9333,-121.3011,300.29,43,0,6.17,US,2022-05-28 01:50:03
370,Deep River,46.1001,-77.4995,290.01,94,100,2.42,CA,2022-05-28 01:50:05
371,Houma,29.5958,-90.7195,299.26,78,0,0.0,US,2022-05-28 01:48:34
372,Brokopondo,4.75,-55.1667,297.51,89,36,3.73,SR,2022-05-28 01:50:06
373,Bangangte,5.1409,10.5198,289.18,94,97,1.11,CM,2022-05-28 01:50:06
374,Hay River,60.8156,-115.7999,289.14,41,75,3.6,CA,2022-05-28 01:45:19
375,Lobito,-12.3481,13.5456,294.55,84,10,1.24,AO,2022-05-28 01:50:07
376,Pasvalys,56.0594,24.4036,278.36,95,47,4.97,LT,2022-05-28 01:50:08
377,Ejido,8.5514,-71.2375,291.9,83,100,3.51,VE,2022-05-28 01:50:08
378,Longyearbyen,78.2186,15.6401,276.13,68,80,1.68,SJ,2022-05-28 01:50:09
379,Namatanai,-3.6667,152.4333,302.36,68,100,3.42,PG,2022-05-28 01:50:09
380,Los Banos,14.1667,121.1833,300.23,73,95,0.95,PH,2022-05-28 01:50:10
381,Mutsu,41.2894,141.2169,290.26,68,16,8.0,JP,2022-05-28 01:50:10
382,Oktyabrskiy,54.4815,53.471,283.49,86,100,6.05,RU,2022-05-28 01:50:11
383,Evensk,61.95,159.2333,277.03,97,100,0.6,RU,2022-05-28 01:50:11
384,Sola,-13.8833,167.55,299.69,67,100,1.52,VU,2022-05-28 01:50:12
385,Naze,28.3667,129.4833,295.66,67,100,3.87,JP,2022-05-28 01:50:12
386,Angoram,-4.0625,144.0661,306.05,54,85,0.23,PG,2022-05-28 01:50:13
387,Souris,49.6172,-100.2612,290.07,87,100,5.96,CA,2022-05-28 01:50:13
388,Luwuk,-0.9516,122.7875,300.34,79,100,0.64,ID,2022-05-28 01:50:14
389,Korla,41.7597,86.1469,299.35,26,71,3.83,CN,2022-05-28 01:50:14
390,Nazarovo,56.0064,90.3914,287.41,43,7,4.33,RU,2022-05-28 01:50:15
391,Aden,12.7794,45.0367,302.39,76,68,3.45,YE,2022-05-28 01:50:15
392,Sabang,5.8933,95.3214,301.75,74,95,10.55,ID,2022-05-28 01:50:16
393,Seybaplaya,19.65,-90.6667,296.85,81,100,6.3,MX,2022-05-28 01:50:16
394,Cumana,10.4635,-64.1775,298.67,85,100,3.04,VE,2022-05-28 01:50:16
395,Melilla,35.2937,-2.9383,294.36,68,0,2.06,ES,2022-05-28 01:50:17
396,San Patricio,28.017,-97.5169,303.55,73,0,5.14,US,2022-05-28 01:50:17
397,Shingu,33.7333,135.9833,299.2,40,7,5.06,JP,2022-05-28 01:50:18
398,Kiruna,67.8557,20.2251,276.66,93,100,7.2,SE,2022-05-28 01:50:18
399,Finspang,58.7058,15.7674,282.1,96,100,3.54,SE,2022-05-28 01:50:19
400,Fallon,39.4735,-118.7774,299.08,21,100,10.29,US,2022-05-28 01:48:58
401,Itaituba,-4.2761,-55.9836,297.95,84,98,1.16,BR,2022-05-28 01:50:20
402,Grimshaw,56.1834,-117.6027,284.94,87,100,2.06,CA,2022-05-28 01:50:20
403,Escanaba,45.7453,-87.0646,290.13,51,0,2.57,US,2022-05-28 01:50:20
404,Oussouye,12.485,-16.5469,296.25,76,100,2.44,SN,2022-05-28 01:50:21
405,Scottsbluff,41.8666,-103.6672,301.28,24,0,4.63,US,2022-05-28 01:50:21
406,Silver City,32.7701,-108.2803,304.13,9,0,5.14,US,2022-05-28 01:50:22
407,Saint-Augustin,51.226,-58.6502,279.16,64,74,3.14,CA,2022-05-28 01:50:22
408,Pevek,69.7008,170.3133,272.41,78,75,5.35,RU,2022-05-28 01:50:23
409,Limulunga,-15.0969,23.1376,286.36,57,0,2.75,ZM,2022-05-28 01:50:23
410,Ancud,-41.8697,-73.8203,278.14,85,6,1.64,CL,2022-05-28 01:48:24
411,Itoman,26.1247,127.6694,298.16,92,75,7.72,JP,2022-05-28 01:50:24
412,Novo Horizonte,-21.4681,-49.2208,291.29,59,100,2.45,BR,2022-05-28 01:50:24
413,Diamantino,-14.4086,-56.4461,296.67,51,100,1.88,BR,2022-05-28 01:50:25
414,Lethem,3.3803,-59.7968,297.43,87,65,2.26,GY,2022-05-28 01:50:25
415,Portland,45.5234,-122.6762,289.67,81,100,1.54,US,2022-05-28 01:47:15
416,Mastic,40.802,-72.8409,292.24,95,75,7.6,US,2022-05-28 01:50:26
417,Goderich,43.7501,-81.7165,285.33,87,100,3.6,CA,2022-05-28 01:50:26
418,Valday,57.9747,33.2525,277.45,98,37,1.79,RU,2022-05-28 01:50:27
419,Astorga,-23.2325,-51.6656,289.84,68,86,2.56,BR,2022-05-28 01:50:27
420,Hit,33.6416,42.8251,299.2,18,0,3.73,IQ,2022-05-28 01:50:28
421,Nichinan,31.6,131.3667,298.97,43,100,1.81,JP,2022-05-28 01:50:28
422,Kapit,2.0167,112.9333,303.42,63,69,0.71,MY,2022-05-28 01:50:28
423,Cherskiy,68.75,161.3,278.25,46,1,5.69,RU,2022-05-28 01:50:29
424,Sechura,-5.5569,-80.8222,292.05,77,17,6.9,PE,2022-05-28 01:50:29
425,Los Llanos De Aridane,28.6585,-17.9182,289.01,82,0,2.68,ES,2022-05-28 01:50:30
426,Prachuap Khiri Khan,12.2167,99.75,298.51,79,100,2.2,TH,2022-05-28 01:50:31
427,Miyako,39.6367,141.9525,289.98,67,57,4.77,JP,2022-05-28 01:46:49
428,Ponta Delgada,37.7333,-25.6667,293.43,88,75,4.12,PT,2022-05-28 01:47:48
429,San Rafael Del Sur,11.8485,-86.4384,301.69,75,98,2.5,NI,2022-05-28 01:50:32
430,Wuchang,44.9143,127.15,295.35,49,91,4.71,CN,2022-05-28 01:50:32
431,Taltal,-25.4,-70.4833,288.27,80,36,1.62,CL,2022-05-28 01:50:33
432,Dukat,62.55,155.55,275.31,92,100,1.74,RU,2022-05-28 01:50:33
433,Tilichiki,60.4667,166.1,277.6,92,100,1.5,RU,2022-05-28 01:50:34
434,Buraydah,26.326,43.975,299.4,15,10,3.79,SA,2022-05-28 01:50:34
435,Russell,32.3502,-85.1999,297.93,73,20,2.06,US,2022-05-28 01:50:35
436,Shakawe,-18.3667,21.85,284.84,41,0,1.01,BW,2022-05-28 01:50:35
437,Kaitong,44.8135,123.15,297.25,24,82,4.91,CN,2022-05-28 01:50:35
438,Tual,-5.6667,132.75,301.69,73,38,6.0,ID,2022-05-28 01:50:36
439,Pathalgaon,22.5667,83.4667,305.45,27,10,1.78,IN,2022-05-28 01:50:36
440,Goya,-29.14,-59.2626,288.63,96,100,2.15,AR,2022-05-28 01:50:37
441,Palmer,42.1584,-72.3287,294.49,82,75,7.72,US,2022-05-28 01:50:37
442,Kandrian,-6.2167,149.55,299.9,85,95,4.51,PG,2022-05-28 01:50:38
443,Xifeng,42.7372,124.7222,298.29,33,66,7.72,CN,2022-05-28 01:50:38
444,Farafangana,-22.8167,47.8333,292.81,80,83,3.89,MG,2022-05-28 01:50:39
445,San Quintin,30.4833,-115.95,289.69,77,0,6.31,MX,2022-05-28 01:50:39
446,Yashkino,55.8736,85.4265,288.29,50,87,4.34,RU,2022-05-28 01:50:40
447,North Bend,43.4065,-124.2243,289.77,91,100,3.09,US,2022-05-28 01:50:40
448,Huarmey,-10.0681,-78.1522,290.66,86,21,3.09,PE,2022-05-28 01:50:40
449,Okhotsk,59.3833,143.3,279.43,76,33,3.74,RU,2022-05-28 01:50:41
450,Burgos,42.3394,-3.7079,284.38,93,1,5.66,ES,2022-05-28 01:48:39
451,Mackay,-21.15,149.2,299.08,62,0,1.41,AU,2022-05-28 01:47:27
452,Nemuro,43.3236,145.575,282.39,98,100,12.29,JP,2022-05-28 01:50:42
453,Awjilah,29.1081,21.2869,300.97,16,0,4.38,LY,2022-05-28 01:50:42
454,Stari Kuty,48.2709,25.1729,283.67,88,100,0.67,UA,2022-05-28 01:50:43
455,Dali,25.7,100.1833,294.28,66,31,2.21,CN,2022-05-28 01:50:43
456,Pochutla,15.7432,-96.4661,300.83,78,100,4.13,MX,2022-05-28 01:50:44
457,Svetlogorsk,52.6333,29.7333,279.3,96,4,4.16,BY,2022-05-28 01:50:44
458,Celestun,20.8667,-90.4,300.18,78,100,6.36,MX,2022-05-28 01:50:45
459,Egvekinot,66.3167,-179.1667,278.65,66,90,1.97,RU,2022-05-28 01:47:24
460,Saint-Francois,46.4154,3.9054,282.84,93,0,0.51,FR,2022-05-28 01:50:45
461,Baculin,7.4525,126.5842,302.3,71,97,1.01,PH,2022-05-28 01:50:46
462,Matara,5.9485,80.5353,299.45,87,100,4.69,LK,2022-05-28 01:50:46
463,Bama,11.5221,13.6856,301.06,48,92,3.22,NG,2022-05-28 01:50:47
464,Mehamn,71.0357,27.8492,278.1,97,100,11.42,NO,2022-05-28 01:50:47
465,Klamath Falls,42.2249,-121.7817,287.31,64,100,6.17,US,2022-05-28 01:50:48
466,Eureka,40.8021,-124.1637,291.3,85,100,1.34,US,2022-05-28 01:50:48
467,Naryan-Mar,67.6713,53.087,283.48,71,98,3.43,RU,2022-05-28 01:50:49
468,Mawlamyine,16.4914,97.6256,298.34,88,100,2.08,MM,2022-05-28 01:50:49
469,El Tigre,8.8875,-64.2454,299.11,54,95,3.49,VE,2022-05-28 01:50:50
470,Mosquera,4.7059,-74.2302,287.2,77,40,2.06,CO,2022-05-28 01:50:50
471,Innisfail,-17.5333,146.0333,297.57,56,20,2.05,AU,2022-05-28 01:50:51
472,Fort Nelson,58.8053,-122.7002,290.92,34,75,3.09,CA,2022-05-28 01:50:51
473,Pangai,-19.8,-174.35,301.21,74,40,4.63,TO,2022-05-28 01:50:51
474,Eyl,7.9803,49.8164,299.35,68,36,9.01,SO,2022-05-28 01:50:52
475,Juneau,58.3019,-134.4197,295.15,100,20,2.57,US,2022-05-28 01:50:52
476,Sao Filipe,14.8961,-24.4956,295.7,82,22,1.39,CV,2022-05-28 01:50:53
477,Grand Gaube,-20.0064,57.6608,294.37,79,0,4.0,MU,2022-05-28 01:50:53
478,Portarlington,53.1622,-7.1911,280.48,89,16,1.59,IE,2022-05-28 01:50:54
479,Muyezerskiy,63.9333,31.65,279.43,92,91,2.47,RU,2022-05-28 01:50:54
480,Jalu,29.0331,21.5482,300.84,16,0,4.11,LY,2022-05-28 01:50:55
481,Cortez,37.3489,-108.5859,301.57,9,0,5.14,US,2022-05-28 01:46:04
482,San Andres,12.5847,-81.7006,301.16,89,40,4.12,CO,2022-05-28 01:50:56
483,Lincoln,40.8,-96.667,299.1,70,0,6.69,US,2022-05-28 01:50:22
484,Prainha,-1.8,-53.48,295.86,97,33,1.04,BR,2022-05-28 01:50:57
485,Autazes,-3.5797,-59.1306,298.93,78,99,1.1,BR,2022-05-28 01:50:57
486,Vardo,70.3705,31.1107,278.14,93,100,8.23,NO,2022-05-28 01:50:58
487,Redmond,47.674,-122.1215,289.77,67,100,3.58,US,2022-05-28 01:46:51
488,Olga,43.7444,135.2892,286.6,91,100,1.05,RU,2022-05-28 01:50:58
489,Bani,18.2833,-70.3333,299.18,83,25,3.49,DO,2022-05-28 01:50:59
490,Savonlinna,61.8699,28.88,280.18,93,0,1.03,FI,2022-05-28 01:50:59
491,Taoudenni,22.6783,-3.9836,308.33,15,47,4.83,ML,2022-05-28 01:51:00
492,Denpasar,-8.65,115.2167,300.96,89,20,1.54,ID,2022-05-28 01:51:00
493,Tombouctou,20.0,-3.0,304.86,15,43,2.52,ML,2022-05-28 01:51:00
494,Kasempa,-13.4584,25.8338,284.25,72,0,2.47,ZM,2022-05-28 01:51:01
495,Hami,42.8,93.45,301.43,26,62,2.72,CN,2022-05-28 01:51:02
496,Ayan,56.45,138.1667,275.58,87,100,5.32,RU,2022-05-28 01:51:02
497,Presidencia Roque Saenz Pena,-26.7852,-60.4388,288.43,96,100,1.12,AR,2022-05-28 01:51:03
498,Champerico,14.3,-91.9167,298.95,79,100,2.24,GT,2022-05-28 01:51:03
499,Pilot Butte,50.4668,-104.4178,287.0,85,100,6.69,CA,2022-05-28 01:51:04
500,Martinsville,36.6915,-79.8725,292.97,100,100,0.0,US,2022-05-28 01:51:04
501,Sitges,41.2351,1.8119,297.64,58,2,2.3,ES,2022-05-28 01:51:05
502,Kutum,14.2,24.6667,295.21,10,6,2.7,SD,2022-05-28 01:51:05
503,Yumen,40.2833,97.2,296.38,33,81,10.17,CN,2022-05-28 01:51:05
504,Barhi,23.9,80.8,306.89,26,52,7.0,IN,2022-05-28 01:51:06
505,Nelson Bay,-32.7167,152.15,293.71,79,100,0.89,AU,2022-05-28 01:51:06
506,Novoagansk,61.9449,76.6625,290.32,45,100,5.24,RU,2022-05-28 01:51:07
507,Laguna,38.421,-121.4238,299.44,54,0,6.69,US,2022-05-28 01:51:08
508,Christchurch,-43.5333,172.6333,288.12,57,3,2.57,NZ,2022-05-28 01:49:11
509,Axim,4.8699,-2.2405,299.0,86,91,1.36,GH,2022-05-28 01:51:08
510,Erenhot,43.6475,111.9767,292.68,40,100,3.91,CN,2022-05-28 01:51:09
511,Bealanana,-14.55,48.7333,284.45,97,20,1.58,MG,2022-05-28 01:51:09
512,Solnechnyy,50.7214,136.6319,283.24,97,100,2.51,RU,2022-05-28 01:51:10
513,Kodinsk,58.6881,99.1844,284.65,32,4,2.81,RU,2022-05-28 01:51:10
514,Barra Patuca,15.8,-84.2833,298.96,87,53,4.45,HN,2022-05-28 01:51:10
515,Ust-Maya,60.4167,134.5333,290.1,41,29,4.43,RU,2022-05-28 01:51:11
516,Boffa,10.1667,-14.0333,296.76,85,100,1.19,GN,2022-05-28 01:51:11
517,Nanakuli,21.3906,-158.1547,302.12,50,100,4.63,US,2022-05-28 01:51:12
518,Tessalit,20.1986,1.0114,305.21,14,75,2.45,ML,2022-05-28 01:51:12
519,Plainview,40.7765,-73.4673,292.05,86,100,6.17,US,2022-05-28 01:51:13
520,Newport,51.5877,-2.9984,283.85,79,35,2.48,GB,2022-05-28 01:51:13
521,Motygino,58.1831,94.7592,286.2,39,12,2.11,RU,2022-05-28 01:51:14
522,Ahipara,-35.1667,173.1667,291.13,59,34,4.99,NZ,2022-05-28 01:51:14
523,Sete,43.4018,3.6966,292.17,64,0,3.91,FR,2022-05-28 01:51:15
524,Kirakira,-10.4544,161.9205,301.21,75,57,2.11,SB,2022-05-28 01:51:15
525,Gubkinskiy,64.434,76.5026,290.81,38,24,5.95,RU,2022-05-28 01:51:16
526,Umarkot,25.3616,69.7362,301.38,72,7,10.89,PK,2022-05-28 01:51:16
527,Camocim,-2.9022,-40.8411,297.45,85,10,2.18,BR,2022-05-28 01:51:17
528,Bairiki,1.3292,172.9752,304.15,66,75,2.57,KI,2022-05-28 01:51:17
529,Nantucket,41.2835,-70.0995,291.18,100,100,6.17,US,2022-05-28 01:51:18
530,Namibe,-15.1961,12.1522,290.96,87,4,3.35,AO,2022-05-28 01:51:18
531,Biasca,46.3597,8.9697,293.48,84,5,4.36,CH,2022-05-28 01:51:18
532,Torbay,47.6666,-52.7314,277.19,81,40,5.14,CA,2022-05-28 01:51:19
533,Motala,58.5371,15.0365,282.02,95,100,5.55,SE,2022-05-28 01:51:19
534,Sao Domingos,-13.3983,-46.3183,290.52,44,5,3.05,BR,2022-05-28 01:51:20
535,Casablanca,33.5928,-7.6192,296.11,60,56,1.79,MA,2022-05-28 01:51:20
536,Alanya,36.5438,31.9998,297.68,49,6,3.23,TR,2022-05-28 01:51:21
537,Zaysan,47.4667,84.8667,298.71,30,4,4.02,KZ,2022-05-28 01:51:21
538,Severnoye,56.3491,78.3619,289.72,74,3,3.42,RU,2022-05-28 01:51:22
539,Tieli,46.95,128.05,295.77,46,58,4.83,CN,2022-05-28 01:51:22
540,Shellbrook,53.2168,-106.4011,293.72,94,100,4.91,CA,2022-05-28 01:51:22
541,Vanavara,60.34,102.2797,282.76,34,10,2.45,RU,2022-05-28 01:51:23
542,Marsh Harbour,26.5412,-77.0636,299.29,72,9,5.52,BS,2022-05-28 01:51:24
543,Altamira,-3.2033,-52.2064,295.08,97,32,0.76,BR,2022-05-28 01:51:25
544,Kimbe,-5.5502,150.1429,302.96,68,95,0.69,PG,2022-05-28 01:51:26
545,Kungurtug,50.5994,97.5228,284.75,42,42,5.11,RU,2022-05-28 01:51:26
546,Morros,-9.4467,-46.3003,295.59,55,7,1.79,BR,2022-05-28 01:51:26
547,Charlestown,-32.95,151.6667,295.99,78,91,2.24,AU,2022-05-28 01:51:27
548,Hervey Bay,-25.2986,152.8535,296.49,73,4,1.79,AU,2022-05-28 01:51:28
549,Istok,42.7808,20.4875,289.07,85,49,1.12,XK,2022-05-28 01:51:28
550,Daru,-9.0763,143.2092,301.0,72,32,5.67,PG,2022-05-28 01:51:28
551,Pahrump,36.2083,-115.9839,306.18,9,100,1.79,US,2022-05-28 01:50:04
552,Oia,40.5426,-8.5386,292.25,75,23,3.47,PT,2022-05-28 01:51:29
553,Yulara,-25.2406,130.9889,293.6,40,65,2.71,AU,2022-05-28 01:51:30
554,Petropavlovsk-Kamchatskiy,53.0452,158.6483,291.48,27,0,3.0,RU,2022-05-28 01:51:30
555,Avenal,36.0041,-120.129,303.02,28,67,2.76,US,2022-05-28 01:51:31
556,Bonavista,48.6499,-53.1147,278.31,83,100,4.99,CA,2022-05-28 01:51:31
557,Raga,8.4596,25.678,295.85,77,74,2.32,SS,2022-05-28 01:51:32
558,Dunedin,-45.8742,170.5036,286.93,51,43,0.72,NZ,2022-05-28 01:51:32
559,Soddy-Daisy,35.2359,-85.1908,294.0,95,0,1.7,US,2022-05-28 01:51:32
560,Cap-Aux-Meules,47.3821,-61.8597,280.18,93,100,10.8,CA,2022-05-28 01:51:33
561,Straumen,63.8709,11.2999,282.15,93,100,6.33,NO,2022-05-28 01:51:33
562,Dinguiraye,11.3,-10.7167,297.14,57,57,0.66,GN,2022-05-28 01:51:34
563,Indramayu,-6.3264,108.32,300.33,79,38,2.09,ID,2022-05-28 01:51:34
564,Mata,40.683,-7.4592,288.57,56,14,2.94,PT,2022-05-28 01:51:35
565,Jizan,17.3333,42.6667,302.67,64,0,0.4,SA,2022-05-28 01:51:35
566,Tabuk,17.4189,121.4443,302.87,69,80,2.88,PH,2022-05-28 01:51:36
567,Manokwari,-0.8667,134.0833,301.85,68,68,2.17,ID,2022-05-28 01:51:36
568,Laureles,26.1092,-97.4941,302.23,65,40,3.6,US,2022-05-28 01:51:36
569,Shenjiamen,29.9576,122.298,291.16,92,100,4.91,CN,2022-05-28 01:51:37
570,Laslea,46.2167,24.65,282.98,88,5,0.23,RO,2022-05-28 01:51:37
571,Moree,-29.4667,149.85,289.16,88,75,1.54,AU,2022-05-28 01:51:38
572,Aksarayskiy,46.7924,48.0119,289.91,67,3,2.97,RU,2022-05-28 01:51:38
573,Novokizhinginsk,51.6115,109.5917,284.32,30,25,4.64,RU,2022-05-28 01:51:39
574,Bardiyah,31.7561,25.0865,296.42,43,0,1.04,LY,2022-05-28 01:51:39
575,Kavaratti,10.5669,72.642,301.16,74,40,3.16,IN,2022-05-28 01:51:40
576,Kwinana,-32.25,115.7667,293.9,57,3,0.45,AU,2022-05-28 01:51:40
577,Amiens,49.9,2.3,284.84,90,40,2.31,FR,2022-05-28 01:51:40
578,Carlsbad,33.1581,-117.3506,293.94,77,0,4.63,US,2022-05-28 01:51:00
579,Piranshahr,36.701,45.1413,285.0,43,0,2.41,IR,2022-05-28 01:51:41
580,Praya,14.9215,-23.5087,295.45,83,20,6.69,CV,2022-05-28 01:51:41
581,Talcahuano,-36.7167,-73.1167,279.97,81,8,2.57,CL,2022-05-28 01:51:42
582,Kemin,42.7846,75.6892,285.5,87,99,1.01,KG,2022-05-28 01:51:42
583,Montlucon,46.3333,2.6,282.43,96,87,1.28,FR,2022-05-28 01:51:43
584,Bereda,43.2686,-7.5406,285.69,100,78,1.63,ES,2022-05-28 01:51:43
585,Rutana,-3.8667,30.1,287.14,87,99,1.28,BI,2022-05-28 01:51:44
586,La Gomera,14.0833,-91.05,297.38,89,100,2.16,GT,2022-05-28 01:51:44
587,Salta,-24.7859,-65.4117,286.48,84,100,4.12,AR,2022-05-28 01:51:44
588,Chake Chake,-5.2459,39.7666,297.65,83,60,4.88,TZ,2022-05-28 01:51:45
589,Shenkursk,62.1091,42.896,281.11,97,100,2.56,RU,2022-05-28 01:51:45
590,Micheweni,-4.9667,39.8333,298.55,80,63,5.18,TZ,2022-05-28 01:51:46
591,Dahegam,23.1667,72.8167,303.02,66,8,6.53,IN,2022-05-28 01:51:46
592,Cabatuan,10.8794,122.486,302.47,73,100,4.53,PH,2022-05-28 01:51:47
593,Omsukchan,62.5333,155.8,276.29,93,100,1.83,RU,2022-05-28 01:51:47
594,Kamenka,51.3223,42.7678,283.81,84,20,6.44,RU,2022-05-28 01:51:47
595,Den Helder,52.9599,4.7593,285.38,73,75,7.6,NL,2022-05-28 01:51:48
